,path,label,pca_Features
233,s3://p8marionflore/Test/Grape Pink/r_323_100.jpg,Grape Pink,"[2.8812684115438447,7.331175264028396]"
234,s3://p8marionflore/Test/Apple Pink Lady/245_100.jpg,Apple Pink Lady,"[6.5233662210420125,-3.5792890716373438]"
235,s3://p8marionflore/Test/Grape Pink/r_8_100.jpg,Grape Pink,"[7.822082514603195,7.884275078717006]"
236,s3://p8marionflore/Test/Pomelo Sweetie/182_100.jpg,Pomelo Sweetie,"[3.794021647101383,-4.412793328719139]"
237,s3://p8marionflore/Test/Apple Pink Lady/78_100.jpg,Apple Pink Lady,"[7.508441447685919,-1.2417399295196232]"
238,s3://p8marionflore/Test/Kohlrabi/r_148_100.jpg,Kohlrabi,"[-4.843815645073938,8.514158294635957]"
239,s3://p8marionflore/Test/Potato Red/r_166_100.jpg,Potato Red,"[7.878239653441963,2.804726152404598]"
240,s3://p8marionflore/Test/Papaya/70_100.jpg,Papaya,"[0.22843639167024854,0.6112126706988655]"
241,s3://p8marionflore/Test/Pomelo Sweetie/30_100.jpg,Pomelo Sweetie,"[3.073477686124081,-4.6284935937166605]"
242,s3://p8marionflore/Test/Kohlrabi/r_147_100.jpg,Kohlrabi,"[-4.19645091359598,8.897502517614164]"
243,s3://p8marionflore/Test/Pitahaya Red/r_176_100.jpg,Pitahaya Red,"[2.334378008596537,4.8676748350670245]"
244,s3://p8marionflore/Test/Carambula/166_100.jpg,Carambula,"[-4.128392612161374,1.1998520713434246]"
245,s3://p8marionflore/Test/Grapefruit Pink/274_100.jpg,Grapefruit Pink,"[8.87887458604939,-5.635611323130172]"
246,s3://p8marionflore/Test/Tomato 1/210_100.jpg,Tomato 1,"[10.75947362985484,5.793398391067286]"
247,s3://p8marionflore/Test/Grapefruit Pink/39_100.jpg,Grapefruit Pink,"[8.640449930927938,-6.911120774544044]"
248,s3://p8marionflore/Test/Potato Red/r_197_100.jpg,Potato Red,"[3.498848233874659,3.925334015157214]"
249,s3://p8marionflore/Test/Melon Piel de Sapo/297_100.jpg,Melon Piel de Sapo,"[-1.6033019744261625,4.8462912854289675]"
250,s3://p8marionflore/Test/Grape Pink/72_100.jpg,Grape Pink,"[5.735229887581105,5.912301388777675]"
251,s3://p8marionflore/Test/Blueberry/r_191_100.jpg,Blueberry,"[3.077755487898152,13.512540920860372]"
252,s3://p8marionflore/Test/Melon Piel de Sapo/241_100.jpg,Melon Piel de Sapo,"[-1.5846309124558133,5.885050368266033]"
253,s3://p8marionflore/Test/Corn Husk/r_133_100.jpg,Corn Husk,"[-4.211502396229344,6.081698450982571]"
254,s3://p8marionflore/Test/Carambula/r_268_100.jpg,Carambula,"[-3.698376040049857,3.0063592926486518]"
255,s3://p8marionflore/Test/Tomato 1/r_227_100.jpg,Tomato 1,"[13.49252129568098,7.363773402712715]"
256,s3://p8marionflore/Test/Lemon/95_100.jpg,Lemon,"[1.0339185080546303,-6.036857253021246]"
257,s3://p8marionflore/Test/Lemon/9_100.jpg,Lemon,"[1.0019921597718304,-6.4157137578395025]"
258,s3://p8marionflore/Test/Maracuja/r_308_100.jpg,Maracuja,"[3.215563917592829,-6.47005809175414]"
259,s3://p8marionflore/Test/Carambula/r_274_100.jpg,Carambula,"[-3.737247357848909,3.09832129197285]"
260,s3://p8marionflore/Test/Nut Pecan/r2_126_100.jpg,Nut Pecan,"[-1.577795780360658,4.985596373384767]"
261,s3://p8marionflore/Test/Apple Golden 3/r_85_100.jpg,Apple Golden 3,"[0.21517939546732562,-2.6010174352617836]"
262,s3://p8marionflore/Test/Potato Red/r2_199_100.jpg,Potato Red,"[1.9185100667552069,5.061284617280418]"
263,s3://p8marionflore/Test/Fig/180_100.jpg,Fig,"[0.9146669303369515,4.155057183719645]"
264,s3://p8marionflore/Test/Grape Pink/94_100.jpg,Grape Pink,"[4.561650716871958,6.853200603112766]"
265,s3://p8marionflore/Test/Tomato 1/r_254_100.jpg,Tomato 1,"[10.638669117717049,6.049118640032077]"
266,s3://p8marionflore/Test/Quince/r_319_100.jpg,Quince,"[1.8114016308019412,-5.0794295361283925]"
267,s3://p8marionflore/Test/Nut Pecan/r_103_100.jpg,Nut Pecan,"[1.2612491104158088,1.8298113648397756]"
268,s3://p8marionflore/Test/Nut Pecan/r_115_100.jpg,Nut Pecan,"[1.585566602970956,2.157695237791093]"
269,s3://p8marionflore/Test/Apricot/r_88_100.jpg,Apricot,"[6.626725163927253,-1.9617053857845808]"
270,s3://p8marionflore/Test/Quince/r_181_100.jpg,Quince,"[1.8517977525377425,-2.5684004404896523]"
271,s3://p8marionflore/Test/Tomato Yellow/r2_41_100.jpg,Tomato Yellow,"[13.396296126559971,-2.903008517064185]"
272,s3://p8marionflore/Test/Mulberry/246_100.jpg,Mulberry,"[-2.325101845841704,7.780933769590669]"
273,s3://p8marionflore/Test/Tomato Maroon/93_100.jpg,Tomato Maroon,"[9.144813872526488,3.064500622110199]"
274,s3://p8marionflore/Test/Lemon/6_100.jpg,Lemon,"[1.2462406358859404,-6.904231440736086]"
275,s3://p8marionflore/Test/Tomato 3/r2_149_100.jpg,Tomato 3,"[8.128799706958443,8.020020796852007]"
276,s3://p8marionflore/Test/Clementine/99_100.jpg,Clementine,"[12.378465113323944,-3.332422287617137]"
277,s3://p8marionflore/Test/Apple Golden 3/85_100.jpg,Apple Golden 3,"[-0.7572073532451346,-2.1724256808056124]"
278,s3://p8marionflore/Test/Fig/179_100.jpg,Fig,"[1.4411636458338632,4.737177615743391]"
279,s3://p8marionflore/Test/Quince/r_160_100.jpg,Quince,"[1.1350316385215151,-4.192358302457873]"
280,s3://p8marionflore/Test/Tomato Maroon/81_100.jpg,Tomato Maroon,"[12.225975464083529,5.016926471034609]"
281,s3://p8marionflore/Test/Apple Golden 3/95_100.jpg,Apple Golden 3,"[-0.9787360715037313,-2.160057227922511]"
282,s3://p8marionflore/Test/Apple Golden 3/50_100.jpg,Apple Golden 3,"[-1.4417341365522822,-2.313274822772542]"
283,s3://p8marionflore/Test/Tomato Maroon/r_42_100.jpg,Tomato Maroon,"[12.007536770209615,5.636247816627155]"
284,s3://p8marionflore/Test/Apple Red Yellow 2/r_227_100.jpg,Apple Red Yellow 2,"[6.391964708614581,1.1146212936993287]"
285,s3://p8marionflore/Test/Tomato Maroon/265_100.jpg,Tomato Maroon,"[10.75002235570819,2.697547330308606]"
286,s3://p8marionflore/Test/Apple Red Yellow 2/114_100.jpg,Apple Red Yellow 2,"[3.930762919946306,2.1140012530777197]"
287,s3://p8marionflore/Test/Nut Forest/322_100.jpg,Nut Forest,"[13.445358192715624,4.367625466321889]"
288,s3://p8marionflore/Test/Maracuja/r_204_100.jpg,Maracuja,"[3.6116285717060044,-6.78464183364505]"
289,s3://p8marionflore/Test/Apple Golden 3/96_100.jpg,Apple Golden 3,"[-1.1332339396946907,-1.734992133689131]"
290,s3://p8marionflore/Test/Avocado/67_100.jpg,Avocado,"[2.130516492161463,5.3080913711738775]"
291,s3://p8marionflore/Test/Avocado/46_100.jpg,Avocado,"[1.285985515064849,4.817860980103303]"
292,s3://p8marionflore/Test/Grape Pink/r_95_100.jpg,Grape Pink,"[3.632421908394309,7.224742602512203]"
293,s3://p8marionflore/Test/Cherry Rainier/r2_295_100.jpg,Cherry Rainier,"[11.296687974490947,1.2525110786780287]"
294,s3://p8marionflore/Test/Apple Red Yellow 2/111_100.jpg,Apple Red Yellow 2,"[3.1711598315626137,0.2567060289050768]"
295,s3://p8marionflore/Test/Mango/r_277_100.jpg,Mango,"[5.386820793631295,3.1946613572410674]"
296,s3://p8marionflore/Test/Apple Golden 2/r_73_100.jpg,Apple Golden 2,"[2.4564994836571845,-3.9871402711893666]"
297,s3://p8marionflore/Test/Mango/r_273_100.jpg,Mango,"[5.556995376691533,3.113624527088707]"
298,s3://p8marionflore/Test/Nut Forest/342_100.jpg,Nut Forest,"[9.047431337503493,6.078660517499047]"
299,s3://p8marionflore/Test/Cherry 2/r2_302_100.jpg,Cherry 2,"[13.787682628320047,4.383178494948846]"
300,s3://p8marionflore/Test/Apple Red Delicious/r_318_100.jpg,Apple Red Delicious,"[8.428820442255054,7.678672020625241]"
301,s3://p8marionflore/Test/Pepper Green/106_100.jpg,Pepper Green,"[3.925275269794695,10.975420450196507]"
302,s3://p8marionflore/Test/Tomato Yellow/83_100.jpg,Tomato Yellow,"[14.344109656857771,-3.258453332288282]"
303,s3://p8marionflore/Test/Apple Red Yellow 2/r2_186_100.jpg,Apple Red Yellow 2,"[4.243835794045547,0.3637125751628519]"
304,s3://p8marionflore/Test/Mango/157_100.jpg,Mango,"[3.732877251743859,1.0304678644892022]"
305,s3://p8marionflore/Test/Quince/296_100.jpg,Quince,"[0.18388451304234968,-5.478701912735706]"
306,s3://p8marionflore/Test/Potato Red Washed/77_100.jpg,Potato Red Washed,"[4.706991496867959,2.8063295700786033]"
307,s3://p8marionflore/Test/Apple Golden 3/34_100.jpg,Apple Golden 3,"[0.12256762099302641,-1.954052981310531]"
308,s3://p8marionflore/Test/Apple Granny Smith/96_100.jpg,Apple Granny Smith,"[4.287036697973939,-1.4379180586010505]"
309,s3://p8marionflore/Test/Quince/r_171_100.jpg,Quince,"[0.40640014518551315,-3.1504157457441035]"
310,s3://p8marionflore/Test/Kaki/185_100.jpg,Kaki,"[13.251175885515858,2.0624670845619066]"
311,s3://p8marionflore/Test/Pear Monster/r_109_100.jpg,Pear Monster,"[-2.575340741242079,-5.249832230345896]"
312,s3://p8marionflore/Test/Tomato 3/r2_297_100.jpg,Tomato 3,"[9.21770425264657,5.642239768294616]"
313,s3://p8marionflore/Test/Apple Red Yellow 2/r2_193_100.jpg,Apple Red Yellow 2,"[3.8103456142458723,0.9413068673052227]"
314,s3://p8marionflore/Test/Cherry Rainier/r2_206_100.jpg,Cherry Rainier,"[9.463764848127273,-0.7478509135395313]"
315,s3://p8marionflore/Test/Apple Golden 2/323_100.jpg,Apple Golden 2,"[2.4776254306476884,-4.70695573006823]"
316,s3://p8marionflore/Test/Peach 2/r2_289_100.jpg,Peach 2,"[5.3947397188735335,-4.418205574386043]"
317,s3://p8marionflore/Test/Carambula/207_100.jpg,Carambula,"[-4.174631041780046,0.06262841072039699]"
318,s3://p8marionflore/Test/Quince/179_100.jpg,Quince,"[2.9164535202117623,-4.326939942602861]"
319,s3://p8marionflore/Test/Tomato 3/297_100.jpg,Tomato 3,"[8.36216741722628,3.764452752895031]"
320,s3://p8marionflore/Test/Peach 2/r2_25_100.jpg,Peach 2,"[4.680099220343753,-4.052584657089925]"
321,s3://p8marionflore/Test/Pear Monster/108_100.jpg,Pear Monster,"[-1.8605187492338968,-5.746049725609031]"
322,s3://p8marionflore/Test/Tomato 3/r_199_100.jpg,Tomato 3,"[11.79772431658676,7.831449499001265]"
323,s3://p8marionflore/Test/Apple Red Delicious/24_100.jpg,Apple Red Delicious,"[11.013205005256554,6.578398119324]"
324,s3://p8marionflore/Test/Cherry Rainier/r2_196_100.jpg,Cherry Rainier,"[11.191981642320357,1.3740391107814034]"
325,s3://p8marionflore/Test/Passion Fruit/71_100.jpg,Passion Fruit,"[5.8566768703136285,8.341657427026847]"
326,s3://p8marionflore/Test/Beetroot/142_100.jpg,Beetroot,"[-4.6578907027268865,7.595111781076664]"
327,s3://p8marionflore/Test/Cherry Rainier/142_100.jpg,Cherry Rainier,"[6.400310448140879,2.1560550639629823]"
328,s3://p8marionflore/Test/Maracuja/137_100.jpg,Maracuja,"[3.883360103269741,-6.977416269737675]"
329,s3://p8marionflore/Test/Cherry 2/r2_290_100.jpg,Cherry 2,"[14.927351048354529,5.9787721478978275]"
330,s3://p8marionflore/Test/Kumquats/143_100.jpg,Kumquats,"[1.770420912240306,-4.642220140399396]"
331,s3://p8marionflore/Test/Peach 2/r2_210_100.jpg,Peach 2,"[5.96553193693082,-2.876285893110848]"
332,s3://p8marionflore/Test/Passion Fruit/140_100.jpg,Passion Fruit,"[9.585509773626352,5.430787695671998]"
333,s3://p8marionflore/Test/Apple Golden 2/8_100.jpg,Apple Golden 2,"[2.7974900627373467,-4.465706330342576]"
334,s3://p8marionflore/Test/Pear Abate/263_100.jpg,Pear Abate,"[-5.5012955790692075,3.1839170105855046]"
335,s3://p8marionflore/Test/Kaki/r_78_100.jpg,Kaki,"[9.470676771947723,2.428168236455742]"
336,s3://p8marionflore/Test/Kohlrabi/33_100.jpg,Kohlrabi,"[-1.880163762377868,7.327736043235516]"
337,s3://p8marionflore/Test/Lemon/r_326_100.jpg,Lemon,"[-1.4868633578877966,-2.1258213262819248]"
338,s3://p8marionflore/Test/Cherry Rainier/r_42_100.jpg,Cherry Rainier,"[6.96169697561629,-0.09218999814271885]"
339,s3://p8marionflore/Test/Kaki/282_100.jpg,Kaki,"[15.399025437098116,1.5206028862731793]"
340,s3://p8marionflore/Test/Pear Abate/5_100.jpg,Pear Abate,"[-4.932308593870082,2.9844147704551287]"
341,s3://p8marionflore/Test/Cherry 2/r_103_100.jpg,Cherry 2,"[13.735329077199722,4.110159101868824]"
342,s3://p8marionflore/Test/Papaya/34_100.jpg,Papaya,"[-0.5727791995225945,2.34412712031384]"
343,s3://p8marionflore/Test/Lemon/r_173_100.jpg,Lemon,"[0.22726584838757993,-4.244019668990339]"
344,s3://p8marionflore/Test/Kohlrabi/46_100.jpg,Kohlrabi,"[-2.2057235552115584,8.736764323321173]"
345,s3://p8marionflore/Test/Tomato 3/314_100.jpg,Tomato 3,"[9.359312553889373,3.867368905301458]"
346,s3://p8marionflore/Test/Tomato Maroon/r_27_100.jpg,Tomato Maroon,"[12.300727147497538,6.352338811144097]"
347,s3://p8marionflore/Test/Lemon/r_185_100.jpg,Lemon,"[-0.46998701116965935,-4.710586860165265]"
348,s3://p8marionflore/Test/Potato Red Washed/35_100.jpg,Potato Red Washed,"[4.211169729237382,2.867492191574636]"
349,s3://p8marionflore/Test/Cherry 2/r_98_100.jpg,Cherry 2,"[13.324775431828693,4.062194483254029]"
350,s3://p8marionflore/Test/Kaki/r_79_100.jpg,Kaki,"[9.949134545658653,2.523221957902708]"
351,s3://p8marionflore/Test/Apple Granny Smith/r_324_100.jpg,Apple Granny Smith,"[3.7529035247208555,-0.4560982988752781]"
352,s3://p8marionflore/Test/Cherry 2/294_100.jpg,Cherry 2,"[12.966466882989602,3.5346774882904475]"
353,s3://p8marionflore/Test/Cherry Rainier/r_39_100.jpg,Cherry Rainier,"[6.5844674941634995,-0.5831003591123538]"
354,s3://p8marionflore/Test/Cherry Rainier/81_100.jpg,Cherry Rainier,"[7.489631685266543,2.108666472967984]"
355,s3://p8marionflore/Test/Apple Red Delicious/171_100.jpg,Apple Red Delicious,"[9.24922226337516,6.707546428217073]"
356,s3://p8marionflore/Test/Pear Monster/r_198_100.jpg,Pear Monster,"[-1.62087769818372,-4.367212983134693]"
357,s3://p8marionflore/Test/Pear Abate/269_100.jpg,Pear Abate,"[-5.146248490530335,3.0978112191123675]"
358,s3://p8marionflore/Test/Pomegranate/r_301_100.jpg,Pomegranate,"[8.058764394766078,1.4337169913414014]"
359,s3://p8marionflore/Test/Peach 2/r2_202_100.jpg,Peach 2,"[4.945770238376821,-2.6579753965011435]"
360,s3://p8marionflore/Test/Dates/101_100.jpg,Dates,"[-4.4334574316270245,11.22361807676715]"
361,s3://p8marionflore/Test/Kumquats/r_285_100.jpg,Kumquats,"[3.7933462134744387,-2.9218270677061287]"
362,s3://p8marionflore/Test/Peach 2/117_100.jpg,Peach 2,"[4.599215721030227,-4.0416126537815895]"
363,s3://p8marionflore/Test/Tamarillo/r_202_100.jpg,Tamarillo,"[15.692041426382737,5.465062454252182]"
364,s3://p8marionflore/Test/Cherry Rainier/95_100.jpg,Cherry Rainier,"[6.092927556597963,0.08372464733968199]"
365,s3://p8marionflore/Test/Dates/r_96_100.jpg,Dates,"[-4.057189483163562,8.804407194141266]"
366,s3://p8marionflore/Test/Tomato Cherry Red/209_100.jpg,Tomato Cherry Red,"[19.73962670560677,3.2665214132964353]"
367,s3://p8marionflore/Test/Cucumber Ripe 2/234_100.jpg,Cucumber Ripe 2,"[-0.7682700571088156,-2.407374414483452]"
368,s3://p8marionflore/Test/Peach 2/r2_203_100.jpg,Peach 2,"[4.8367240916093,-2.489748373243704]"
369,s3://p8marionflore/Test/Pomegranate/r_1_100.jpg,Pomegranate,"[8.1790549535019,1.5535911902150805]"
370,s3://p8marionflore/Test/Peach 2/r_203_100.jpg,Peach 2,"[5.372813002142132,-2.9059445654908522]"
371,s3://p8marionflore/Test/Peach 2/r_33_100.jpg,Peach 2,"[4.474427721215322,-3.016280373275284]"
372,s3://p8marionflore/Test/Pear Kaiser/r_27_100.jpg,Pear Kaiser,"[-0.2832999381806815,6.888127224565458]"
373,s3://p8marionflore/Test/Avocado ripe/131_100.jpg,Avocado ripe,"[-1.8429346611477189,11.056376359779614]"
374,s3://p8marionflore/Test/Apple Golden 2/r_61_100.jpg,Apple Golden 2,"[1.0476142934110215,-5.144789985993059]"
375,s3://p8marionflore/Test/Physalis with Husk/r_139_100.jpg,Physalis with Husk,"[-5.698036269755211,3.706315536560678]"
376,s3://p8marionflore/Test/Peach 2/123_100.jpg,Peach 2,"[4.570277976750872,-4.4777131354842075]"
377,s3://p8marionflore/Test/Physalis with Husk/r_107_100.jpg,Physalis with Husk,"[-6.738085753182256,4.602662279430614]"
378,s3://p8marionflore/Test/Tomato Cherry Red/66_100.jpg,Tomato Cherry Red,"[18.869023464085245,3.253231116518295]"
379,s3://p8marionflore/Test/Cucumber Ripe 2/254_100.jpg,Cucumber Ripe 2,"[-0.9130379796547042,-3.652627979739392]"
380,s3://p8marionflore/Test/Tamarillo/r_113_100.jpg,Tamarillo,"[15.328839249671205,2.4423545029613036]"
381,s3://p8marionflore/Test/Granadilla/119_100.jpg,Granadilla,"[6.206057266583787,-4.099105848100956]"
382,s3://p8marionflore/Test/Plum 3/r2_110_100.jpg,Plum 3,"[5.435816940424292,9.922654705991315]"
383,s3://p8marionflore/Test/Granadilla/73_100.jpg,Granadilla,"[5.386918146102658,-3.6972923456363826]"
384,s3://p8marionflore/Test/Granadilla/88_100.jpg,Granadilla,"[4.552500956491491,-2.6802747501492448]"
385,s3://p8marionflore/Test/Tomato Cherry Red/r_39_100.jpg,Tomato Cherry Red,"[18.919252464495557,3.6987821801625516]"
386,s3://p8marionflore/Test/Granadilla/74_100.jpg,Granadilla,"[4.931340287083654,-2.794000249179421]"
387,s3://p8marionflore/Test/Pear Williams/r_227_100.jpg,Pear Williams,"[-1.5833507677359242,-1.618657949285988]"
388,s3://p8marionflore/Test/Chestnut/r2_17_100.jpg,Chestnut,"[-2.0275143280306662,7.254961282019155]"
389,s3://p8marionflore/Test/Tomato Cherry Red/r_272_100.jpg,Tomato Cherry Red,"[19.28436920937551,3.5911127337307307]"
390,s3://p8marionflore/Test/Blueberry/207_100.jpg,Blueberry,"[4.7215732034289415,13.87424389050621]"
391,s3://p8marionflore/Test/Granadilla/84_100.jpg,Granadilla,"[4.578830809216493,-3.0964145336182964]"
392,s3://p8marionflore/Test/Pear Williams/240_100.jpg,Pear Williams,"[-1.9249416926709704,-1.9417817043208692]"
393,s3://p8marionflore/Test/Apple Golden 2/r_40_100.jpg,Apple Golden 2,"[2.4769293222008715,-5.341525770578983]"
394,s3://p8marionflore/Test/Physalis/304_100.jpg,Physalis,"[9.745750072787244,-2.896366535062904]"
395,s3://p8marionflore/Test/Pear Williams/r_251_100.jpg,Pear Williams,"[-0.8248260117979995,-2.646566448221993]"
396,s3://p8marionflore/Test/Chestnut/r_110_100.jpg,Chestnut,"[5.211308836138407,10.325182326067472]"
397,s3://p8marionflore/Test/Plum 3/r3_155_100.jpg,Plum 3,"[4.420562740639396,10.671993205652795]"
398,s3://p8marionflore/Test/Plum 3/r3_144_100.jpg,Plum 3,"[5.204421817398413,11.387628128890912]"
399,s3://p8marionflore/Test/Granadilla/r_276_100.jpg,Granadilla,"[4.370047938285904,-1.8800069151336123]"
400,s3://p8marionflore/Test/Physalis/34_100.jpg,Physalis,"[9.149133638716977,-4.367775548734185]"
401,s3://p8marionflore/Test/Physalis/8_100.jpg,Physalis,"[9.361700658058748,-4.336332268844301]"
402,s3://p8marionflore/Test/Salak/r_279_100.jpg,Salak,"[-0.4766731650503037,5.369388389156191]"
403,s3://p8marionflore/Test/Tomato Cherry Red/r_293_100.jpg,Tomato Cherry Red,"[19.227824453959684,3.046377683559257]"
404,s3://p8marionflore/Test/Physalis/r_29_100.jpg,Physalis,"[8.853833456956043,-5.081739542380977]"
405,s3://p8marionflore/Test/Plum 3/r3_8_100.jpg,Plum 3,"[3.85565853184072,13.107910024496034]"
406,s3://p8marionflore/Test/Grape White 4/r_250_100.jpg,Grape White 4,"[4.791819164817502,3.7012409685807652]"
407,s3://p8marionflore/Test/Grape White 3/r_112_100.jpg,Grape White 3,"[4.939415361661864,0.6884979773230754]"
408,s3://p8marionflore/Test/Nut Pecan/245_100.jpg,Nut Pecan,"[-1.7811686811989513,10.270745617743307]"
409,s3://p8marionflore/Test/Pear Williams/273_100.jpg,Pear Williams,"[-3.433828351046718,-4.619382110056186]"
410,s3://p8marionflore/Test/Physalis/r_150_100.jpg,Physalis,"[7.838095140276637,-4.274446564779547]"
411,s3://p8marionflore/Test/Redcurrant/r_77_100.jpg,Redcurrant,"[15.658556105843639,6.144549116024589]"
412,s3://p8marionflore/Test/Chestnut/r2_123_100.jpg,Chestnut,"[7.793397852091628,10.661516922718338]"
413,s3://p8marionflore/Test/Pear Williams/282_100.jpg,Pear Williams,"[-3.458034703449603,-3.7530930874165485]"
414,s3://p8marionflore/Test/Chestnut/r_15_100.jpg,Chestnut,"[5.657209369618089,12.149059945535924]"
415,s3://p8marionflore/Test/Grape White 3/r_168_100.jpg,Grape White 3,"[6.3871476937810305,-1.2010688496817479]"
416,s3://p8marionflore/Test/Salak/130_100.jpg,Salak,"[-1.5444567842739398,6.788981493145295]"
417,s3://p8marionflore/Test/Salak/286_100.jpg,Salak,"[0.6859172775067149,7.409032481388069]"
418,s3://p8marionflore/Test/Grape White 4/296_100.jpg,Grape White 4,"[5.54158551350844,2.793088030001397]"
419,s3://p8marionflore/Test/Pear Williams/261_100.jpg,Pear Williams,"[-2.9014347978797264,-3.1165015724347715]"
420,s3://p8marionflore/Test/Pear Williams/286_100.jpg,Pear Williams,"[-2.8554618521961275,-3.588580030221785]"
421,s3://p8marionflore/Test/Tamarillo/36_100.jpg,Tamarillo,"[13.508486918523163,2.520533442218495]"
422,s3://p8marionflore/Test/Plum 3/r_172_100.jpg,Plum 3,"[7.8803939227323925,11.203713147409047]"
423,s3://p8marionflore/Test/Redcurrant/r_259_100.jpg,Redcurrant,"[13.577903447133956,7.421638524968328]"
424,s3://p8marionflore/Test/Redcurrant/26_100.jpg,Redcurrant,"[11.943260516589392,5.485293699863671]"
425,s3://p8marionflore/Test/Cactus fruit/r_282_100.jpg,Cactus fruit,"[-3.005736253186928,5.162517552488617]"
426,s3://p8marionflore/Test/Redcurrant/216_100.jpg,Redcurrant,"[15.282432172457368,5.967108839595067]"
427,s3://p8marionflore/Test/Cactus fruit/49_100.jpg,Cactus fruit,"[-1.07424275494216,1.1533908930043182]"
428,s3://p8marionflore/Test/Cherry Wax Red/r_280_100.jpg,Cherry Wax Red,"[16.781215211112904,7.591595410879762]"
429,s3://p8marionflore/Test/Cherry Wax Red/r_193_100.jpg,Cherry Wax Red,"[18.50855220947767,7.192406150722106]"
